OrderID,OrderDate,Category,SubCategory,Segment,CustomerName,Sales,Quantity,Discount,Profit
ORD-004479,2016-04-18,Office Supplies,Accessories,Consumer,Customer 363,217.6,6,0.2,10.32
ORD-004480,2016-04-12,Office Supplies,Binders,Consumer,Customer 611,58.52,3,0.05,5.51
ORD-004481,2016-01-22,Office Supplies,Binders,Consumer,Customer 678,23.2,1,0.14,1.11
ORD-004482,2016-03-17,Office Supplies,Storage,Home Office,Customer 567,71.78,3,0.14,3.96
ORD-004483,2016-04-06,Technology,Copiers,Consumer,Customer 688,570.71,2,0.05,162.41
ORD-004484,2016-04-11,Office Supplies,Paper,Home Office,Customer 327,84.94,2,0.06,7.45
ORD-004485,2016-01-29,Furniture,Chairs,Corporate,Customer 20,1185.14,5,0.19,112.42
ORD-004486,2016-06-11,Office Supplies,Accessories,Home Office,Customer 665,46.23,2,0.1,3.44
ORD-004487,2016-01-04,Furniture,Furnishings,Corporate,Customer 634,491.04,2,0.05,60.76
ORD-004488,2016-02-22,Technology,Phones,Home Office,Customer 205,723.01,3,0.1,158.19
ORD-004489,2016-06-30,Technology,Phones,Consumer,Customer 1040,915.24,2,0.14,245.95
ORD-004490,2016-04-09,Technology,Phones,Corporate,Customer 40,1636.41,7,0.02,381.02
ORD-004491,2016-02-06,Furniture,Tables,Corporate,Customer 912,1116.22,3,0.05,164.57
ORD-004492,2016-05-22,Office Supplies,Art,Corporate,Customer 363,142.68,4,0.07,12.77
ORD-004493,2016-04-10,Furniture,Bookcases,Consumer,Customer 760,342.68,1,0.06,37.6
ORD-004494,2016-07-09,Technology,Machines,Home Office,Customer 549,323.21,1,0.06,72.84
ORD-004495,2016-06-08,Office Supplies,Art,Corporate,Customer 2,64.93,2,0.02,7.37
ORD-004496,2016-04-23,Technology,Accessories,Consumer,Customer 643,645.37,3,0.07,177.94
ORD-004497,2016-03-21,Technology,Machines,Home Office,Customer 122,473.82,3,0.3,70.4
ORD-004498,2016-01-18,Furniture,Furnishings,Corporate,Customer 104,814.84,4,0.03,124.13
ORD-004499,2016-02-06,Furniture,Bookcases,Consumer,Customer 375,1206.95,4,0.12,184.2
ORD-004500,2016-03-06,Technology,Machines,Home Office,Customer 532,752.83,4,0.03,238.41
ORD-004501,2016-04-19,Office Supplies,Accessories,Consumer,Customer 898,163.52,4,0.12,12.03
ORD-004502,2016-03-27,Office Supplies,Storage,Consumer,Customer 908,94.77,6,0.15,7.15
ORD-004503,2016-02-10,Technology,Accessories,Consumer,Customer 1128,416.15,1,0.08,114.18
ORD-004504,2016-01-01,Furniture,Tables,Corporate,Customer 750,908.44,4,0.06,143.23
ORD-004505,2016-03-23,Office Supplies,Binders,Corporate,Customer 135,66.27,3,0.06,5.75
ORD-004506,2016-02-10,Furniture,Furnishings,Consumer,Customer 443,567.07,2,0.14,88.73
ORD-004507,2016-06-08,Technology,Phones,Consumer,Customer 1186,636.12,2,0.03,178.89
ORD-004508,2016-01-03,Furniture,Tables,Consumer,Customer 65,366.58,3,0.17,42.02
ORD-004509,2016-04-15,Technology,Copiers,Consumer,Customer 583,493.9,2,0.16,100.49
ORD-004510,2016-12-06,Furniture,Tables,Corporate,Customer 193,698.47,3,0.19,78.95
ORD-004511,2016-01-23,Technology,Machines,Home Office,Customer 357,1168.93,2,0.06,317.37
ORD-004512,2016-03-17,Technology,Machines,Consumer,Customer 499,710.11,3,0.07,196.56
ORD-004513,2016-01-12,Technology,Machines,Consumer,Customer 741,392.12,1,0.05,117.07
ORD-004514,2016-04-27,Office Supplies,Art,Consumer,Customer 998,61.15,3,0.14,4.2
ORD-004515,2016-04-05,Office Supplies,Accessories,Consumer,Customer 40,173.8,5,0.2,11.84
ORD-004516,2016-03-03,Office Supplies,Storage,Home Office,Customer 1122,15.2,1,0.13,1.76
ORD-004517,2016-03-29,Furniture,Furnishings,Corporate,Customer 978,321.3,1,0.05,47.93
ORD-004518,2016-09-29,Office Supplies,Binders,Home Office,Customer 1026,14.58,1,0.19,0.09
ORD-004519,2016-01-27,Office Supplies,Binders,Corporate,Customer 447,61.19,2,0.08,3.6
ORD-004520,2016-01-03,Office Supplies,Accessories,Home Office,Customer 629,175.89,7,0.16,13.95
ORD-004521,2016-08-25,Office Supplies,Paper,Home Office,Customer 43,38.18,1,0.11,2.45
ORD-004522,2016-04-13,Furniture,Furnishings,Consumer,Customer 322,1075.29,4,0.08,160.72
ORD-004523,2016-09-22,Office Supplies,Art,Consumer,Customer 713,20.97,1,0.03,1.91
ORD-004524,2016-04-19,Technology,Phones,Consumer,Customer 778,1587.45,6,0.1,406.11
ORD-004525,2016-07-18,Office Supplies,Binders,Home Office,Customer 377,169.78,4,0.02,19.05
ORD-004526,2016-03-08,Office Supplies,Storage,Consumer,Customer 377,51.7,3,0.15,3.96
ORD-004527,2016-06-15,Office Supplies,Binders,Corporate,Customer 1173,104.36,3,0.05,8.85
ORD-004528,2016-10-20,Technology,Accessories,Consumer,Customer 454,1362.15,5,0.11,374.01
ORD-004529,2016-04-11,Office Supplies,Art,Consumer,Customer 66,89.7,2,0.02,10.92
ORD-004530,2016-01-24,Office Supplies,Storage,Home Office,Customer 96,80.07,3,0.15,3.59
ORD-004531,2016-02-07,Office Supplies,Art,Corporate,Customer 1108,31.23,1,0.07,3.08
ORD-004532,2016-01-27,Office Supplies,Storage,Consumer,Customer 498,33.85,2,0.15,1.98
ORD-004533,2016-02-04,Furniture,Bookcases,Consumer,Customer 805,883.72,5,0.09,102.46
ORD-004534,2016-02-13,Office Supplies,Binders,Corporate,Customer 14,39.67,2,0.05,2.79
ORD-004535,2016-04-07,Office Supplies,Paper,Home Office,Customer 935,92.36,3,0.02,9.6
ORD-004536,2016-04-16,Office Supplies,Accessories,Corporate,Customer 1113,21.29,2,0.15,0.6
ORD-004537,2016-03-07,Office Supplies,Accessories,Home Office,Customer 180,88.9,4,0.23,0.58
ORD-004538,2016-04-24,Furniture,Furnishings,Consumer,Customer 810,157.88,1,0.12,22.0
ORD-004539,2016-01-11,Furniture,Chairs,Consumer,Customer 367,848.16,5,0.11,109.27
ORD-004540,2016-01-12,Technology,Accessories,Consumer,Customer 725,1189.48,3,0.03,312.12
ORD-004541,2016-01-23,Office Supplies,Art,Consumer,Customer 949,41.76,2,0.14,2.75
ORD-004542,2016-03-28,Technology,Accessories,Consumer,Customer 912,674.49,2,0.08,171.42
ORD-004543,2016-01-29,Furniture,Tables,Home Office,Customer 463,282.51,1,0.1,29.41
ORD-004544,2016-02-09,Technology,Phones,Consumer,Customer 884,2489.13,6,0.11,567.89
ORD-004545,2016-03-02,Technology,Accessories,Consumer,Customer 351,1507.88,4,0.08,411.1
ORD-004546,2016-07-19,Furniture,Bookcases,Consumer,Customer 1002,890.03,4,0.03,143.66
ORD-004547,2016-01-02,Technology,Machines,Corporate,Customer 889,1255.45,4,0.13,281.74
ORD-004548,2016-05-05,Furniture,Bookcases,Consumer,Customer 434,1215.87,4,0.11,187.15
ORD-004549,2016-05-12,Office Supplies,Paper,Corporate,Customer 168,87.45,3,0.02,9.37
ORD-004550,2016-07-11,Technology,Machines,Corporate,Customer 950,252.51,3,0.03,63.42
ORD-004551,2016-11-19,Office Supplies,Storage,Consumer,Customer 193,130.6,4,0.15,12.94
ORD-004552,2016-01-03,Office Supplies,Accessories,Consumer,Customer 104,37.94,2,0.08,3.82
ORD-004553,2016-01-21,Technology,Machines,Home Office,Customer 981,1049.02,2,0.07,253.24
ORD-004554,2016-09-17,Office Supplies,Accessories,Home Office,Customer 138,95.81,4,0.25,3.38
ORD-004555,2016-03-14,Office Supplies,Storage,Corporate,Customer 317,119.82,3,0.12,9.47
ORD-004556,2016-04-09,Office Supplies,Accessories,Consumer,Customer 354,50.63,2,0.09,5.48
ORD-004557,2016-05-10,Technology,Machines,Consumer,Customer 637,1115.23,3,0.07,287.8
ORD-004558,2016-05-16,Technology,Phones,Home Office,Customer 283,228.36,1,0.14,51.99
ORD-004559,2016-11-18,Furniture,Furnishings,Consumer,Customer 111,1754.95,6,0.14,232.63
ORD-004560,2017-11-26,Furniture,Chairs,Corporate,Customer 1100,1377.05,5,0.06,212.73
ORD-004561,2016-06-01,Furniture,Chairs,Consumer,Customer 319,513.08,2,0.06,80.2
ORD-004562,2016-02-10,Furniture,Bookcases,Consumer,Customer 998,868.28,3,0.16,110.0
ORD-004563,2016-09-11,Technology,Accessories,Corporate,Customer 1075,382.91,1,0.08,89.59
ORD-004564,2016-01-07,Technology,Phones,Consumer,Customer 738,1346.86,5,0.05,387.84
ORD-004565,2016-02-01,Office Supplies,Binders,Corporate,Customer 260,184.28,6,0.12,11.76
ORD-004566,2016-09-30,Technology,Phones,Consumer,Customer 426,646.61,2,0.07,162.72
ORD-004567,2016-02-05,Technology,Machines,Home Office,Customer 306,2406.32,6,0.06,657.44
ORD-004568,2016-01-30,Furniture,Chairs,Consumer,Customer 899,981.52,3,0.01,213.64
ORD-004569,2016-01-18,Office Supplies,Binders,Corporate,Customer 212,75.03,3,0.13,5.95
ORD-004570,2016-08-23,Furniture,Chairs,Consumer,Customer 268,245.46,1,0.06,45.69
ORD-004571,2016-03-24,Office Supplies,Storage,Consumer,Customer 97,142.05,3,0.08,4.63
ORD-004572,2016-05-14,Office Supplies,Storage,Consumer,Customer 118,46.77,2,0.19,1.58
ORD-004573,2016-02-02,Office Supplies,Accessories,Consumer,Customer 902,59.01,2,0.12,4.2
ORD-004574,2016-06-19,Office Supplies,Paper,Consumer,Customer 1198,53.19,2,0.05,3.95
ORD-004575,2016-06-20,Furniture,Chairs,Consumer,Customer 146,1042.29,6,0.06,188.45
ORD-004576,2016-02-14,Office Supplies,Binders,Home Office,Customer 184,147.91,4,0.05,13.23
ORD-004577,2016-03-04,Office Supplies,Art,Consumer,Customer 775,124.39,3,0.08,14.12
ORD-004578,2016-01-29,Technology,Phones,Home Office,Customer 326,1312.1,6,0.14,304.17
ORD-004579,2017-03-26,Office Supplies,Accessories,Consumer,Customer 60,24.79,1,0.07,2.76
ORD-004580,2016-05-04,Office Supplies,Accessories,Home Office,Customer 137,107.56,3,0.04,12.79
ORD-004581,2016-11-23,Office Supplies,Storage,Consumer,Customer 1163,56.05,2,0.15,2.91
ORD-004582,2016-02-13,Furniture,Chairs,Home Office,Customer 860,1244.93,4,0.04,185.84
ORD-004583,2016-07-01,Office Supplies,Accessories,Consumer,Customer 832,162.13,5,0.06,11.98
ORD-004584,2016-06-23,Office Supplies,Paper,Home Office,Customer 856,85.45,3,0.09,8.48
ORD-004585,2016-05-21,Technology,Copiers,Consumer,Customer 84,387.81,2,0.19,81.13
ORD-004586,2017-02-08,Office Supplies,Storage,Home Office,Customer 173,98.46,3,0.01,10.41
ORD-004587,2016-03-01,Office Supplies,Storage,Consumer,Customer 124,182.62,4,0.08,19.21
ORD-004588,2016-01-17,Office Supplies,Paper,Corporate,Customer 522,53.81,2,0.07,3.38
ORD-004589,2016-05-13,Office Supplies,Art,Consumer,Customer 884,55.07,2,0.05,4.1
ORD-004590,2016-06-05,Office Supplies,Binders,Corporate,Customer 387,90.63,4,0.07,10.95
ORD-004591,2016-04-12,Technology,Copiers,Consumer,Customer 620,215.91,1,0.08,50.28
ORD-004592,2016-01-28,Office Supplies,Storage,Consumer,Customer 389,108.26,4,0.14,5.42
ORD-004593,2016-03-25,Furniture,Chairs,Consumer,Customer 889,1802.18,6,0.06,330.65
ORD-004594,2016-02-14,Technology,Phones,Consumer,Customer 301,1336.81,3,0.06,316.98
ORD-004595,2016-03-07,Office Supplies,Storage,Corporate,Customer 704,38.24,2,0.12,2.94
ORD-004596,2016-05-04,Technology,Machines,Consumer,Customer 310,633.73,4,0.11,144.35
ORD-004597,2016-06-13,Furniture,Bookcases,Consumer,Customer 1010,778.44,3,0.09,103.46
ORD-004598,2016-02-01,Technology,Phones,Corporate,Customer 835,1278.1,5,0.04,331.68
ORD-004599,2016-03-03,Furniture,Chairs,Corporate,Customer 174,519.49,4,0.03,97.92
ORD-004600,2016-02-07,Office Supplies,Accessories,Corporate,Customer 540,227.08,8,0.02,25.81
ORD-004601,2016-01-27,Furniture,Tables,Home Office,Customer 275,530.84,2,0.09,76.37
ORD-004602,2016-07-02,Technology,Machines,Home Office,Customer 383,996.03,3,0.16,187.56
ORD-004603,2016-10-14,Technology,Phones,Consumer,Customer 484,1551.24,5,0.02,436.56
ORD-004604,2016-02-25,Furniture,Tables,Home Office,Customer 72,477.16,4,0.13,49.88
ORD-004605,2016-06-15,Technology,Accessories,Consumer,Customer 750,348.29,2,0.23,74.04
ORD-004606,2016-09-29,Technology,Copiers,Consumer,Customer 766,663.13,2,0.04,178.14
ORD-004607,2016-08-12,Technology,Machines,Consumer,Customer 957,2119.12,4,0.27,317.44
ORD-004608,2016-01-25,Technology,Copiers,Home Office,Customer 1155,659.18,3,0.06,169.53
ORD-004609,2017-01-10,Office Supplies,Storage,Consumer,Customer 929,176.63,5,0.07,18.81
ORD-004610,2016-02-26,Office Supplies,Paper,Corporate,Customer 688,42.38,1,0.16,2.74
ORD-004611,2016-02-19,Technology,Machines,Home Office,Customer 895,583.43,3,0.17,110.66
ORD-004612,2016-01-08,Office Supplies,Storage,Home Office,Customer 555,109.09,4,0.07,10.3
ORD-004613,2016-03-20,Office Supplies,Accessories,Corporate,Customer 783,26.9,1,0.13,2.02
ORD-004614,2016-01-14,Technology,Phones,Consumer,Customer 575,1090.69,3,0.25,173.35
ORD-004615,2016-02-04,Furniture,Chairs,Consumer,Customer 758,358.95,2,0.14,55.11
ORD-004616,2016-02-15,Furniture,Bookcases,Corporate,Customer 628,840.81,4,0.19,56.16
ORD-004617,2016-07-17,Office Supplies,Paper,Consumer,Customer 818,36.84,4,0.15,3.12
ORD-004618,2016-09-07,Office Supplies,Paper,Corporate,Customer 761,115.95,4,0.18,4.47
ORD-004619,2016-02-13,Office Supplies,Storage,Consumer,Customer 915,45.85,2,0.08,3.11
ORD-004620,2016-08-22,Furniture,Chairs,Consumer,Customer 566,193.05,3,0.1,24.77
ORD-004621,2016-08-21,Furniture,Tables,Corporate,Customer 244,471.61,3,0.04,80.85
ORD-004622,2016-06-22,Office Supplies,Storage,Consumer,Customer 586,175.24,6,0.04,21.09
ORD-004623,2016-01-20,Furniture,Tables,Corporate,Customer 1196,131.41,1,0.06,21.89
ORD-004624,2016-05-20,Furniture,Chairs,Home Office,Customer 239,979.93,6,0.04,156.53
ORD-004625,2016-12-14,Office Supplies,Paper,Home Office,Customer 438,94.98,4,0.04,9.72
ORD-004626,2016-05-17,Technology,Phones,Consumer,Customer 846,171.17,1,0.07,42.88
ORD-004627,2016-02-18,Furniture,Furnishings,Consumer,Customer 38,1337.82,5,0.12,207.65
ORD-004628,2016-03-24,Furniture,Bookcases,Consumer,Customer 1088,1003.39,3,0.1,145.63
ORD-004629,2016-05-04,Technology,Accessories,Consumer,Customer 247,1024.6,3,0.06,248.34
ORD-004630,2016-03-26,Furniture,Furnishings,Consumer,Customer 1141,739.95,4,0.2,65.34
ORD-004631,2016-01-16,Office Supplies,Binders,Consumer,Customer 573,35.74,1,0.11,2.44
ORD-004632,2016-02-14,Technology,Accessories,Consumer,Customer 1036,716.9,2,0.13,166.04
ORD-004633,2016-07-13,Technology,Machines,Consumer,Customer 1021,1905.17,5,0.05,473.66
ORD-004634,2016-08-25,Furniture,Furnishings,Consumer,Customer 336,510.57,3,0.1,56.45
ORD-004635,2016-01-18,Technology,Phones,Corporate,Customer 842,879.04,3,0.01,226.36
ORD-004636,2016-12-31,Technology,Accessories,Consumer,Customer 911,949.01,3,0.09,247.47
ORD-004637,2016-02-17,Office Supplies,Binders,Corporate,Customer 820,76.87,5,0.07,8.92
ORD-004638,2016-05-10,Office Supplies,Storage,Consumer,Customer 959,113.72,4,0.06,8.46
ORD-004639,2016-06-16,Furniture,Tables,Home Office,Customer 96,390.37,2,0.21,41.09
ORD-004640,2016-07-19,Technology,Machines,Home Office,Customer 900,1423.0,4,0.03,363.92
ORD-004641,2016-12-15,Technology,Phones,Consumer,Customer 753,2784.53,7,0.11,674.33
ORD-004642,2016-02-15,Office Supplies,Accessories,Corporate,Customer 94,66.82,4,0.16,5.25
ORD-004643,2016-08-22,Furniture,Chairs,Consumer,Customer 365,918.7,3,0.03,173.25
ORD-004644,2016-01-17,Technology,Phones,Consumer,Customer 655,502.01,2,0.08,127.73
ORD-004645,2016-05-26,Office Supplies,Binders,Consumer,Customer 55,11.12,1,0.18,0.35
ORD-004646,2016-06-11,Office Supplies,Binders,Home Office,Customer 253,128.54,5,0.05,17.1
ORD-004647,2016-05-15,Technology,Accessories,Corporate,Customer 1084,622.74,2,0.07,134.2
ORD-004648,2016-02-04,Technology,Phones,Consumer,Customer 337,1388.07,4,0.06,390.15
ORD-004649,2016-09-04,Technology,Accessories,Consumer,Customer 775,2240.7,4,0.01,706.4
ORD-004650,2016-01-23,Office Supplies,Paper,Corporate,Customer 1062,77.26,4,0.02,10.77
ORD-004651,2016-01-07,Technology,Accessories,Home Office,Customer 55,799.14,2,0.01,191.13
ORD-004652,2016-05-31,Office Supplies,Binders,Corporate,Customer 993,199.4,4,0.01,13.36
ORD-004653,2016-03-18,Technology,Machines,Consumer,Customer 765,2536.74,5,0.01,685.78
ORD-004654,2016-08-14,Technology,Machines,Home Office,Customer 437,865.69,3,0.07,232.17
ORD-004655,2016-02-28,Technology,Accessories,Consumer,Customer 907,2912.12,6,0.06,660.89
ORD-004656,2016-01-23,Furniture,Chairs,Home Office,Customer 357,1059.58,4,0.07,165.53
ORD-004657,2016-08-05,Furniture,Tables,Home Office,Customer 455,360.58,1,0.05,50.66
ORD-004658,2016-04-05,Technology,Accessories,Consumer,Customer 867,745.61,2,0.05,192.04
ORD-004659,2016-01-26,Office Supplies,Accessories,Consumer,Customer 72,96.52,2,0.09,7.29
ORD-004660,2016-06-01,Office Supplies,Art,Home Office,Customer 1129,51.28,3,0.07,3.72
ORD-004661,2016-03-26,Technology,Phones,Consumer,Customer 797,352.08,2,0.03,85.09
ORD-004662,2016-04-21,Office Supplies,Art,Corporate,Customer 325,24.87,1,0.05,2.61
ORD-004663,2016-03-15,Technology,Accessories,Consumer,Customer 203,662.78,3,0.07,141.19
ORD-004664,2016-07-30,Furniture,Bookcases,Consumer,Customer 205,1652.75,6,0.03,280.89
ORD-004665,2016-07-31,Office Supplies,Accessories,Consumer,Customer 1144,86.6,3,0.07,8.17
ORD-004666,2016-05-28,Office Supplies,Binders,Corporate,Customer 1010,187.51,4,0.02,19.36
ORD-004667,2016-01-14,Office Supplies,Storage,Home Office,Customer 537,69.01,2,0.07,6.96
ORD-004668,2016-08-07,Office Supplies,Paper,Corporate,Customer 980,28.24,2,0.06,2.4
ORD-004669,2016-05-13,Furniture,Furnishings,Corporate,Customer 269,976.92,5,0.13,154.55
ORD-004670,2016-05-23,Furniture,Chairs,Home Office,Customer 313,535.1,2,0.05,83.34
ORD-004671,2016-02-24,Furniture,Chairs,Home Office,Customer 1042,691.97,5,0.04,101.98
ORD-004672,2016-09-10,Furniture,Bookcases,Corporate,Customer 599,672.85,5,0.11,108.19
ORD-004673,2016-06-04,Office Supplies,Binders,Consumer,Customer 1160,104.02,4,0.2,9.7
ORD-004674,2016-01-15,Furniture,Chairs,Consumer,Customer 725,1071.38,4,0.15,122.36
ORD-004675,2016-03-03,Office Supplies,Storage,Consumer,Customer 692,198.26,7,0.01,27.3
ORD-004676,2016-09-17,Furniture,Bookcases,Home Office,Customer 497,1088.73,3,0.03,214.77
ORD-004677,2016-01-06,Technology,Copiers,Home Office,Customer 502,512.66,1,0.08,118.6
ORD-004678,2017-01-25,Furniture,Bookcases,Consumer,Customer 557,192.03,1,0.07,30.22
ORD-004679,2016-05-16,Office Supplies,Storage,Consumer,Customer 484,150.44,4,0.04,17.75
ORD-004680,2016-04-29,Furniture,Tables,Consumer,Customer 1145,1225.27,4,0.04,193.89
ORD-004681,2016-02-07,Technology,Phones,Corporate,Customer 664,1544.23,5,0.02,427.64
ORD-004682,2016-02-04,Furniture,Bookcases,Consumer,Customer 790,1029.53,3,0.03,235.68
ORD-004683,2016-12-07,Furniture,Bookcases,Consumer,Customer 588,156.52,3,0.15,18.92
ORD-004684,2016-02-12,Office Supplies,Binders,Corporate,Customer 970,70.65,3,0.05,5.72
ORD-004685,2016-06-28,Office Supplies,Storage,Consumer,Customer 567,45.42,2,0.17,3.34
ORD-004686,2016-02-29,Technology,Phones,Consumer,Customer 515,2212.31,5,0.05,598.12
ORD-004687,2016-01-18,Office Supplies,Binders,Home Office,Customer 138,90.58,3,0.04,7.39
ORD-004688,2016-01-02,Office Supplies,Storage,Home Office,Customer 549,173.11,5,0.1,15.25
ORD-004689,2016-04-04,Furniture,Tables,Consumer,Customer 557,846.68,4,0.11,107.76
ORD-004690,2017-03-22,Furniture,Bookcases,Corporate,Customer 770,686.48,2,0.03,123.15
ORD-004691,2016-02-25,Office Supplies,Binders,Corporate,Customer 924,57.62,2,0.07,6.85
ORD-004692,2016-02-23,Office Supplies,Paper,Home Office,Customer 124,165.05,6,0.13,9.55
ORD-004693,2016-02-20,Office Supplies,Art,Home Office,Customer 38,32.86,1,0.03,4.77
ORD-004694,2016-03-29,Office Supplies,Storage,Home Office,Customer 31,52.26,2,0.17,5.79
ORD-004695,2016-03-10,Furniture,Furnishings,Consumer,Customer 184,475.04,3,0.04,87.74
ORD-004696,2016-09-11,Furniture,Bookcases,Home Office,Customer 1171,858.32,4,0.3,25.41
ORD-004697,2016-03-25,Furniture,Furnishings,Home Office,Customer 827,431.81,2,0.1,46.44
ORD-004698,2016-03-26,Office Supplies,Accessories,Corporate,Customer 832,47.03,3,0.03,5.02
ORD-004699,2016-01-18,Furniture,Furnishings,Consumer,Customer 338,923.33,4,0.26,60.69
ORD-004700,2017-05-02,Office Supplies,Storage,Consumer,Customer 380,150.95,4,0.07,17.78
ORD-004701,2016-02-04,Furniture,Furnishings,Corporate,Customer 58,1578.29,4,0.02,319.59
ORD-004702,2016-01-10,Office Supplies,Paper,Corporate,Customer 1087,101.15,4,0.08,6.71
ORD-004703,2016-05-10,Office Supplies,Storage,Corporate,Customer 861,93.74,4,0.08,7.31
ORD-004704,2016-04-18,Office Supplies,Binders,Home Office,Customer 1171,89.76,3,0.02,7.94
ORD-004705,2016-03-05,Technology,Machines,Consumer,Customer 188,571.19,3,0.17,115.18
ORD-004706,2016-03-06,Office Supplies,Storage,Consumer,Customer 386,143.18,4,0.12,14.82
ORD-004707,2016-07-03,Furniture,Tables,Consumer,Customer 256,944.22,4,0.07,162.07
ORD-004708,2016-01-27,Furniture,Chairs,Consumer,Customer 142,171.37,1,0.06,29.17
ORD-004709,2016-07-24,Office Supplies,Art,Corporate,Customer 996,94.09,2,0.16,4.36
ORD-004710,2016-05-05,Technology,Machines,Home Office,Customer 1154,838.93,3,0.16,189.21
ORD-004711,2016-03-06,Office Supplies,Paper,Consumer,Customer 103,176.44,5,0.04,18.56
ORD-004712,2016-03-14,Furniture,Furnishings,Home Office,Customer 951,406.99,2,0.05,72.71
ORD-004713,2016-02-05,Office Supplies,Paper,Consumer,Customer 892,54.35,2,0.12,3.45
ORD-004714,2016-06-16,Office Supplies,Paper,Corporate,Customer 922,38.97,1,0.09,1.86
ORD-004715,2016-03-27,Technology,Phones,Consumer,Customer 413,605.27,3,0.07,165.03
ORD-004716,2016-02-16,Office Supplies,Paper,Consumer,Customer 70,42.7,3,0.2,1.83
ORD-004717,2016-04-18,Office Supplies,Paper,Consumer,Customer 833,187.33,4,0.04,22.05
ORD-004718,2017-10-16,Furniture,Tables,Corporate,Customer 964,145.27,1,0.02,24.28
ORD-004719,2016-03-09,Furniture,Furnishings,Home Office,Customer 1158,292.8,2,0.17,32.24
ORD-004720,2016-10-31,Office Supplies,Binders,Home Office,Customer 904,29.5,1,0.05,3.02
ORD-004721,2016-02-20,Furniture,Tables,Consumer,Customer 779,901.19,4,0.09,132.85
ORD-004722,2016-01-07,Furniture,Chairs,Consumer,Customer 760,793.93,4,0.24,72.5
ORD-004723,2016-01-28,Office Supplies,Art,Consumer,Customer 717,23.6,1,0.06,1.99
ORD-004724,2016-03-06,Furniture,Chairs,Consumer,Customer 423,314.09,2,0.06,45.67
ORD-004725,2016-01-30,Office Supplies,Binders,Home Office,Customer 644,57.07,2,0.1,4.4
ORD-004726,2016-01-01,Office Supplies,Accessories,Corporate,Customer 1147,112.66,5,0.01,11.81
ORD-004727,2016-10-22,Technology,Machines,Corporate,Customer 715,482.09,4,0.11,113.13
ORD-004728,2016-08-10,Technology,Copiers,Corporate,Customer 508,564.74,3,0.03,162.87
ORD-004729,2016-06-11,Office Supplies,Paper,Corporate,Customer 599,175.18,6,0.02,25.91
ORD-004730,2016-01-23,Technology,Machines,Corporate,Customer 150,544.86,3,0.04,145.78
ORD-004731,2016-01-16,Technology,Machines,Corporate,Customer 811,117.74,2,0.18,26.32
ORD-004732,2016-01-09,Office Supplies,Accessories,Corporate,Customer 497,22.55,1,0.1,1.61
ORD-004733,2016-06-03,Technology,Machines,Consumer,Customer 924,1585.75,4,0.06,395.32
ORD-004734,2016-11-13,Office Supplies,Accessories,Home Office,Customer 840,119.77,4,0.05,14.86
ORD-004735,2016-03-08,Office Supplies,Accessories,Corporate,Customer 1150,63.41,2,0.11,5.93
ORD-004736,2016-01-16,Furniture,Chairs,Consumer,Customer 673,708.92,3,0.09,109.53
ORD-004737,2016-03-27,Office Supplies,Binders,Corporate,Customer 977,57.83,2,0.13,3.6
ORD-004738,2016-02-21,Technology,Accessories,Home Office,Customer 1092,307.53,2,0.17,59.21
ORD-004739,2016-02-26,Office Supplies,Accessories,Corporate,Customer 553,88.52,4,0.15,3.65
ORD-004740,2016-04-26,Furniture,Chairs,Consumer,Customer 17,1158.91,4,0.18,119.67
ORD-004741,2016-06-01,Technology,Copiers,Consumer,Customer 355,3.0,2,0.02,0.84
ORD-004742,2016-01-15,Furniture,Furnishings,Corporate,Customer 981,260.41,1,0.08,34.41
ORD-004743,2016-01-05,Office Supplies,Accessories,Consumer,Customer 588,31.54,4,0.08,3.24
ORD-004744,2017-09-12,Office Supplies,Storage,Consumer,Customer 968,40.67,3,0.25,0.02
ORD-004745,2016-02-01,Technology,Accessories,Home Office,Customer 258,1825.83,4,0.05,513.59
ORD-004746,2016-01-07,Furniture,Bookcases,Consumer,Customer 570,351.47,2,0.13,45.56
ORD-004747,2016-01-26,Office Supplies,Paper,Consumer,Customer 132,79.07,2,0.17,4.14
ORD-004748,2016-01-05,Furniture,Chairs,Corporate,Customer 57,472.38,2,0.07,84.0
ORD-004749,2016-02-29,Furniture,Tables,Consumer,Customer 236,640.47,4,0.1,67.65
ORD-004750,2016-07-13,Furniture,Furnishings,Consumer,Customer 806,758.2,3,0.09,115.31
ORD-004751,2016-02-20,Technology,Copiers,Consumer,Customer 1193,595.65,3,0.09,167.92
ORD-004752,2016-03-11,Office Supplies,Storage,Home Office,Customer 1138,156.31,4,0.02,14.47
ORD-004753,2016-05-15,Technology,Phones,Home Office,Customer 448,410.51,2,0.06,94.82
ORD-004754,2016-03-26,Technology,Machines,Corporate,Customer 1132,1162.08,3,0.18,204.89
ORD-004755,2016-08-25,Office Supplies,Paper,Corporate,Customer 813,64.23,4,0.17,2.03
ORD-004756,2016-08-29,Office Supplies,Art,Consumer,Customer 1111,58.37,2,0.04,7.04
ORD-004757,2016-01-02,Office Supplies,Art,Home Office,Customer 608,186.78,7,0.08,14.55
ORD-004758,2016-06-29,Technology,Accessories,Home Office,Customer 323,932.38,4,0.06,210.02
ORD-004759,2016-03-15,Technology,Accessories,Consumer,Customer 510,820.5,2,0.05,198.18
ORD-004760,2017-06-23,Furniture,Furnishings,Consumer,Customer 543,1238.27,3,0.03,191.07
